id,sourceUrl,jobTitle,displayJobTitle,promptJobTitle,socCode,description
geneva-electrical-jatc-local-840-0-electrician-apprentice,https://dol.ny.gov/news/geneva-electrical-jatc-local-840-0,Electrician Apprentice,Electrician,Electrician,47-2111.00,"An Electrician installs, connects, tests, and repairs wiring, outlets, lights, circuit breakers, and electrical equipment in homes, buildings, and job sites. They read plans, run wire through walls and ceilings, use hand and power tools, and check that systems work safely. Their work keeps power flowing and buildings lit, working, and safer."
heat-frost-insulation-allied-workers-lu-26-0-insulation-and-asbestos-worker-apprentice,https://dol.ny.gov/news/heat-frost-insulation-allied-workers-lu-26-0,Insulation and Asbestos Worker Apprentice,Insulation and Asbestos Worker,Insulation and Asbestos Worker,47-2131.00,"An Insulation and Asbestos Worker installs and removes materials that cover pipes, ducts, boilers, walls, and ceilings. They measure, cut, fit, wrap, and fasten insulation, and in older buildings they seal off areas and safely remove asbestos-containing materials. Their work helps control heat and noise, save energy, and keep buildings safer for the people inside."
high-rise-concrete-carpenters-jatc-new-york-city-1-carpenter-apprentice,https://dol.ny.gov/news/high-rise-concrete-carpenters-jatc-new-york-city-1,Carpenter Apprentice,Carpenter,Carpenter,47-2031.00,"A Carpenter builds, installs, and repairs wooden parts of buildings and other structures. They measure and cut lumber, frame walls, hang doors, fit windows, build stairs, and install cabinets, floors, and trim using hand and power tools. Their work helps create solid spaces people can live in, work in, and use safely every day."
international-union-bricklayers-allied-craftsmen-local-3-ny-ithaca-chapter-0-bricklayer-mason-and-plasterer-apprentice,https://dol.ny.gov/news/international-union-bricklayers-allied-craftsmen-local-3-ny-ithaca-chapter-0,"Bricklayer, Mason, and Plasterer Apprentice","Bricklayer, Mason, and Plasterer","Bricklayer, Mason, and Plasterer",47-2021.00,"A Bricklayer, Mason, and Plasterer builds and finishes walls, floors, chimneys, and other surfaces using brick, stone, concrete blocks, mortar, and plaster. They measure, cut, spread, stack, smooth, and repair materials by hand, often working from scaffolds or ladders. Their work builds strong structures, protects surfaces, and keeps buildings safe and weather resistant."
international-union-bricklayers-allied-craftsmen-local-3-ny-ithaca-chapter-0-cement-mason-apprentice,https://dol.ny.gov/news/international-union-bricklayers-allied-craftsmen-local-3-ny-ithaca-chapter-0,Cement Mason Apprentice,Cement Mason,Cement Mason,47-2051.00,"A Cement Mason works with wet concrete on sidewalks, floors, roads, curbs, and building foundations. They spread, level, smooth, and finish the surface using hand and power tools, and may add joints, patterns, or protective coatings. Their work helps concrete structures stay strong, even, durable, and safe for everyday use."
international-union-bricklayers-allied-craftsmen-local-3-ny-ithaca-chapter-0-pointer-caulker-and-cleaner-apprentice,https://dol.ny.gov/news/international-union-bricklayers-allied-craftsmen-local-3-ny-ithaca-chapter-0,"Pointer, Caulker, and Cleaner Apprentice","Pointer, Caulker, and Cleaner","Pointer, Caulker, and Cleaner",47-2061.00,"A Pointer, Caulker, and Cleaner repairs and protects the outside of brick, stone, and concrete buildings. They rake out damaged mortar, pack in new mortar between joints, seal cracks and gaps with caulk, and wash or sandblast surfaces to remove grime and stains, often while working from scaffolds. This keeps walls strong, dry, clean, and safer."
international-union-bricklayers-allied-craftsmen-local-3-ny-ithaca-chapter-0-tile-setter-apprentice,https://dol.ny.gov/news/international-union-bricklayers-allied-craftsmen-local-3-ny-ithaca-chapter-0,Tile Setter Apprentice,Tile Setter,Tile Setter,47-2044.00,"A Tile Setter installs tile on floors, walls, showers, countertops, and other surfaces in homes and buildings. They measure spaces, cut tile to fit, spread mortar or adhesive, set each piece in place, grout the joints, and clean the finished surface. Their work creates durable, easy-to-clean surfaces that protect walls and floors from water and wear."
international-union-operating-engineers-local-158-training-fund-district-106-0-operating-engineer-universal-equipment-apprentice,https://dol.ny.gov/news/international-union-operating-engineers-local-158-training-fund-district-106-0,Operating Engineer (Universal Equipment) Apprentice,Operating Engineer,Operating Engineer (Universal Equipment),47-2073.00,"An Operating Engineer works with heavy equipment used on construction and industrial sites. They drive, steer, and control machines like bulldozers, loaders, excavators, and cranes to dig, lift, grade, move earth, and place materials. Their work helps build roads, foundations, and other structures, and keeps large projects moving safely and on schedule."
ironworkers-jac-syracuse-lu-60-0-ironworker-outside-apprentice,https://dol.ny.gov/news/ironworkers-jac-syracuse-lu-60-0,Ironworker (Outside) Apprentice,Ironworker,Ironworker (Outside),47-2221.00,"An outside Ironworker builds and repairs the steel skeletons of buildings, bridges, towers, and other large structures. They unload and line up steel beams, bolt and weld pieces together, guide cranes, and work high above the ground on columns and girders. Their work creates strong frames that support roads, buildings, and other everyday structures."
ironworkers-jatc-lu-417-newburgh-ironworker-outside-apprentice,https://dol.ny.gov/news/ironworkers-jatc-lu-417-newburgh,Ironworker (Outside) Apprentice,Ironworker,Ironworker (Outside),47-2221.00,"An outside Ironworker builds and repairs the steel skeletons of buildings, bridges, towers, and other large structures. They unload and line up steel beams, bolt and weld pieces together, guide cranes, and work high above the ground on columns and girders. Their work creates strong frames that support roads, buildings, and other everyday structures."
ironworkers-lu-33-jac-0-ironworker-outside-apprentice,https://dol.ny.gov/news/ironworkers-lu-33-jac-0,Ironworker (Outside) Apprentice,Ironworker,Ironworker (Outside),47-2221.00,"An outside Ironworker builds and repairs the steel skeletons of buildings, bridges, towers, and other large structures. They unload and line up steel beams, bolt and weld pieces together, guide cranes, and work high above the ground on columns and girders. Their work creates strong frames that support roads, buildings, and other everyday structures."
jatc-tile-marble-terrazzo-bac-lu-7-marble-carver-cutter-and-setter-apprentice,https://dol.ny.gov/news/jatc-tile-marble-terrazzo-bac-lu-7,"Marble, Carver, Cutter and Setter Apprentice","Marble, Carver, Cutter, and Setter","Marble, Carver, Cutter, and Setter",47-2044.00,"A Marble, Carver, Cutter, and Setter shapes, cuts, polishes, and installs marble and other stone for floors, walls, countertops, steps, and decorative pieces. They measure spaces, mark patterns, use saws and hand tools, and set heavy pieces in place with care. Their work gives buildings durable surfaces and keeps finished spaces attractive and functional."
jatc-tile-marble-terrazzo-bac-lu-7-terrazzo-worker-apprentice,https://dol.ny.gov/news/jatc-tile-marble-terrazzo-bac-lu-7,Terrazzo Worker Apprentice,Terrazzo Worker,Terrazzo Worker,47-2053.00,"A Terrazzo Worker installs, repairs, and finishes terrazzo floors, stairs, and walls made from chips of marble, glass, or stone set in cement or resin. They mix materials, pour and spread them, level surfaces, and grind and polish them until smooth and shiny. Their work creates durable, easy-to-clean surfaces in schools, stores, and other busy buildings."
jatc-tile-marble-terrazzo-bac-lu-7-tile-setter-apprentice,https://dol.ny.gov/news/jatc-tile-marble-terrazzo-bac-lu-7,Tile Setter Apprentice,Tile Setter,Tile Setter,47-2044.00,"A Tile Setter installs tile on floors, walls, showers, countertops, and other surfaces in homes and buildings. They measure spaces, cut tile to fit, spread mortar or adhesive, set each piece in place, grout the joints, and clean the finished surface. Their work creates durable, easy-to-clean surfaces that protect walls and floors from water and wear."
laborers-international-union-north-america-local-785-jatc-0-skilled-construction-craft-laborer-apprentice,https://dol.ny.gov/news/laborers-international-union-north-america-local-785-jatc-0,Skilled Construction Craft Laborer Apprentice,Skilled Construction Craft Laborer,Skilled Construction Craft Laborer,47-2061.00,"A Skilled Construction Craft Laborer does hands-on work on building sites and supports many parts of a construction project. They load and move materials, dig and grade ground, use hand and power tools, help set forms, pour concrete, and clean work areas. Their work helps keep projects moving, sites safer, and structures built properly."
liuna-local-731-training-fund-skilled-construction-craft-laborer-apprentice,https://dol.ny.gov/news/liuna-local-731-training-fund,Skilled Construction Craft Laborer Apprentice,Skilled Construction Craft Laborer,Skilled Construction Craft Laborer,47-2061.00,"A Skilled Construction Craft Laborer does hands-on work on building sites and supports many parts of a construction project. They load and move materials, dig and grade ground, use hand and power tools, help set forms, pour concrete, and clean work areas. Their work helps keep projects moving, sites safer, and structures built properly."
north-atlantic-state-carpenters-training-fund-0-millwright-apprentice,https://dol.ny.gov/news/north-atlantic-state-carpenters-training-fund-0,Millwright Apprentice,Millwright,Millwright,49-9044.00,"A Millwright installs, takes apart, repairs, and moves heavy industrial machines in places like factories, mills, and power plants. They use hoists, measuring tools, hand tools, and precision parts to line up equipment, replace worn pieces, and get machines running smoothly. Their work keeps production equipment working safely, accurately, and with less downtime."
north-atlantic-states-carpenters-training-fund-10-linoleum-resilient-tile-and-carpet-layer-apprentice,https://dol.ny.gov/news/north-atlantic-states-carpenters-training-fund-10,"Linoleum, Resilient Tile and Carpet Layer Apprentice","Linoleum, Resilient Tile, and Carpet Layer","Linoleum, Resilient Tile, and Carpet Layer",47-2042.00,"A Linoleum, Resilient Tile, and Carpet Layer installs floor coverings in homes, offices, schools, and stores. They measure rooms, prepare subfloors, cut and fit carpet, linoleum, and tile, spread adhesive, stretch carpet smooth, and trim edges neatly around walls and corners. Their work creates durable, safe, and comfortable floors that buildings use every day."
north-atlantic-states-carpenters-training-fund-2-linoleum-resilient-tile-and-carpet-layer-apprentice,https://dol.ny.gov/news/north-atlantic-states-carpenters-training-fund-2,"Linoleum, Resilient Tile and Carpet Layer Apprentice","Linoleum, Resilient Tile, and Carpet Layer","Linoleum, Resilient Tile, and Carpet Layer",47-2042.00,"A Linoleum, Resilient Tile, and Carpet Layer installs floor coverings in homes, offices, schools, and stores. They measure rooms, prepare subfloors, cut and fit carpet, linoleum, and tile, spread adhesive, stretch carpet smooth, and trim edges neatly around walls and corners. Their work creates durable, safe, and comfortable floors that buildings use every day."
north-atlantic-states-carpenters-training-fund-3-carpenter-pile-driver-dockbuilder-apprentice,https://dol.ny.gov/news/north-atlantic-states-carpenters-training-fund-3,Carpenter (Pile Driver/Dockbuilder) Apprentice,Carpenter,Carpenter (Pile Driver/Dockbuilder),47-2031.00,"A Carpenter who works as a pile driver or dockbuilder builds and repairs heavy wooden structures along waterfronts and deep foundations. They drive piles into the ground, frame docks, bridges, and retaining walls, cut and fasten large timbers, and work around cranes, barges, and concrete forms. Their work supports structures, shorelines, and marine access areas safely."
north-atlantic-states-carpenters-training-fund-4-carpenter-apprentice,https://dol.ny.gov/news/north-atlantic-states-carpenters-training-fund-4,Carpenter Apprentice,Carpenter,Carpenter,47-2031.00,"A Carpenter builds, installs, and repairs wooden parts of buildings and other structures. They measure and cut lumber, frame walls, hang doors, fit windows, build stairs, and install cabinets, floors, and trim using hand and power tools. Their work helps create solid spaces people can live in, work in, and use safely every day."
north-atlantic-states-carpenters-training-fund-5-cabinetmaker-apprentice,https://dol.ny.gov/news/north-atlantic-states-carpenters-training-fund-5,Cabinetmaker Apprentice,Cabinet Maker,Cabinetmaker,51-7011.00,"A Cabinet Maker builds and repairs wooden cabinets, shelves, counters, and other fitted furniture for kitchens, bathrooms, stores, and offices. They measure spaces, cut and shape wood, assemble parts, install hardware, and fit finished pieces neatly into place. Their work creates useful storage and keeps rooms organized, durable, and attractive."
north-atlantic-states-carpenters-training-fund-6-carpenter-apprentice,https://dol.ny.gov/news/north-atlantic-states-carpenters-training-fund-6,Carpenter Apprentice,Carpenter,Carpenter,47-2031.00,"A Carpenter builds, installs, and repairs wooden parts of buildings and other structures. They measure and cut lumber, frame walls, hang doors, fit windows, build stairs, and install cabinets, floors, and trim using hand and power tools. Their work helps create solid spaces people can live in, work in, and use safely every day."
north-atlantic-states-carpenters-training-fund-7-carpenter-apprentice,https://dol.ny.gov/news/north-atlantic-states-carpenters-training-fund-7,Carpenter Apprentice,Carpenter,Carpenter,47-2031.00,"A Carpenter builds, installs, and repairs wooden parts of buildings and other structures. They measure and cut lumber, frame walls, hang doors, fit windows, build stairs, and install cabinets, floors, and trim using hand and power tools. Their work helps create solid spaces people can live in, work in, and use safely every day."
north-atlantic-states-carpenters-training-fund-8-carpenter-apprentice,https://dol.ny.gov/news/north-atlantic-states-carpenters-training-fund-8,Carpenter Apprentice,Carpenter,Carpenter,47-2031.00,"A Carpenter builds, installs, and repairs wooden parts of buildings and other structures. They measure and cut lumber, frame walls, hang doors, fit windows, build stairs, and install cabinets, floors, and trim using hand and power tools. Their work helps create solid spaces people can live in, work in, and use safely every day."
north-atlantic-states-carpenters-training-fund-9-carpenter-pile-driver-dockbuilder-apprentice,https://dol.ny.gov/news/north-atlantic-states-carpenters-training-fund-9,Carpenter (Pile Driver/Dockbuilder) Apprentice,Carpenter,Carpenter (Pile Driver/Dockbuilder),47-2031.00,"A Carpenter who works as a pile driver or dockbuilder builds and repairs heavy wooden structures along waterfronts and deep foundations. They drive piles into the ground, frame docks, bridges, and retaining walls, cut and fasten large timbers, and work around cranes, barges, and concrete forms. Their work supports structures, shorelines, and marine access areas safely."
plumbers-and-pipefitters-binghamton-lu-112-northern-zone-0-plumber-and-steamfitter-apprentice,https://dol.ny.gov/news/plumbers-and-pipefitters-binghamton-lu-112-northern-zone-0,Plumber and Steamfitter Apprentice,Plumber and Steamfitter,Plumber and Steamfitter,47-2152.00,"A Plumber and Steamfitter installs, repairs, and maintains water pipes, drains, fixtures, boilers, and steam or heating lines in homes, buildings, and industrial sites. They cut and join pipe, test for leaks, read plans, and fit valves, pumps, and equipment. Their work keeps water, heat, and pressure systems running safely and reliably."
plumbers-and-pipefitters-binghamton-lu-112-southern-zone-0-plumber-and-steamfitter-apprentice,https://dol.ny.gov/news/plumbers-and-pipefitters-binghamton-lu-112-southern-zone-0,Plumber and Steamfitter Apprentice,Plumber and Steamfitter,Plumber and Steamfitter,47-2152.00,"A Plumber and Steamfitter installs, repairs, and maintains water pipes, drains, fixtures, boilers, and steam or heating lines in homes, buildings, and industrial sites. They cut and join pipe, test for leaks, read plans, and fit valves, pumps, and equipment. Their work keeps water, heat, and pressure systems running safely and reliably."
plumbers-and-pipefitters-binghamton-lu-112-southern-zone-0-steamfitter-apprentice,https://dol.ny.gov/news/plumbers-and-pipefitters-binghamton-lu-112-southern-zone-0,Steamfitter Apprentice,Steamfitter,Steamfitter,47-2152.00,"A Steamfitter installs, repairs, and maintains the pipes, valves, and fittings that carry steam, gas, water, and other fluids in buildings and industrial sites. They measure and cut pipe, weld or bolt sections together, test for leaks, and troubleshoot systems. Their work keeps heating, cooling, and production equipment running safely and reliably."
plumbers-steamfitters-jac-local-773-0-heating-ventilation-and-air-conditioning-mechanic-apprentice,https://dol.ny.gov/news/plumbers-steamfitters-jac-local-773-0,"Heating, Ventilation, and Air Conditioning Mechanic Apprentice","Heating, Ventilation, and Air Conditioning Mechanic","Heating, Ventilation, and Air Conditioning Mechanic",49-9021.00,"A Heating, Ventilation, and Air Conditioning Mechanic installs, tests, repairs, and maintains furnaces, air conditioners, heat pumps, ventilation fans, and duct systems in homes and buildings. They handle tools, wiring, pipes, and gauges to find problems and keep equipment working properly. Their work keeps indoor air comfortable, systems efficient, and buildings safe to use."
plumbers-steamfitters-jac-local-773-0-plumber-and-steamfitter-apprentice,https://dol.ny.gov/news/plumbers-steamfitters-jac-local-773-0,Plumber and Steamfitter Apprentice,Plumber and Steamfitter,Plumber and Steamfitter,47-2152.00,"A Plumber and Steamfitter installs, repairs, and maintains water pipes, drains, fixtures, boilers, and steam or heating lines in homes, buildings, and industrial sites. They cut and join pipe, test for leaks, read plans, and fit valves, pumps, and equipment. Their work keeps water, heat, and pressure systems running safely and reliably."
plumbers-steamfitters-jatc-lu-81-1-heating-ventilation-and-air-conditioning-mechanic-apprentice,https://dol.ny.gov/news/plumbers-steamfitters-jatc-lu-81-1,"Heating, Ventilation and Air Conditioning Mechanic Apprentice","Heating, Ventilation, and Air Conditioning Mechanic","Heating, Ventilation, and Air Conditioning Mechanic",49-9021.00,"A Heating, Ventilation, and Air Conditioning Mechanic installs, tests, repairs, and maintains furnaces, air conditioners, heat pumps, ventilation fans, and duct systems in homes and buildings. They handle tools, wiring, pipes, and gauges to find problems and keep equipment working properly. Their work keeps indoor air comfortable, systems efficient, and buildings safe to use."
plumbers-steamfitters-jatc-lu-81-1-plumber-and-steamfitter-apprentice,https://dol.ny.gov/news/plumbers-steamfitters-jatc-lu-81-1,Plumber and Steamfitter Apprentice,Plumber and Steamfitter,Plumber and Steamfitter,47-2152.00,"A Plumber and Steamfitter installs, repairs, and maintains water pipes, drains, fixtures, boilers, and steam or heating lines in homes, buildings, and industrial sites. They cut and join pipe, test for leaks, read plans, and fit valves, pumps, and equipment. Their work keeps water, heat, and pressure systems running safely and reliably."
plumbers-steamfitters-local-union-7-jac-heating-ventilation-and-air-conditioning-mechanic-apprentice,https://dol.ny.gov/news/plumbers-steamfitters-local-union-7-jac,"Heating, Ventilation, and Air Conditioning Mechanic Apprentice","Heating, Ventilation, and Air Conditioning Mechanic","Heating, Ventilation, and Air Conditioning Mechanic",49-9021.00,"A Heating, Ventilation, and Air Conditioning Mechanic installs, tests, repairs, and maintains furnaces, air conditioners, heat pumps, ventilation fans, and duct systems in homes and buildings. They handle tools, wiring, pipes, and gauges to find problems and keep equipment working properly. Their work keeps indoor air comfortable, systems efficient, and buildings safe to use."
plumbers-steamfitters-local-union-7-jac-plumber-and-pipefitter-apprentice,https://dol.ny.gov/news/plumbers-steamfitters-local-union-7-jac,Plumber and Pipefitter Apprentice,Plumber and Pipefitter,Plumber and Pipefitter,47-2152.00,"A Plumber and Pipefitter installs, repairs, and maintains pipes, fixtures, and systems that carry water, gas, steam, and waste through buildings and industrial sites. They cut and join pipe, fit valves, connect sinks and boilers, test for leaks, and troubleshoot problems. Their work keeps water flowing, waste moving, and heating and piping systems running safely."
plumbers-steamfitters-local-union-7-jac-welder-industrial-apprentice,https://dol.ny.gov/news/plumbers-steamfitters-local-union-7-jac,Welder (Industrial) Apprentice,Welder,Welder (Industrial),51-4121.00,"An industrial Welder joins metal parts in factories, plants, and workshops using heat, filler metal, and welding equipment. They read drawings, prepare surfaces, cut and fit pieces, weld frames, pipes, tanks, or machinery, and check that joints are strong and clean. Their work builds and repairs equipment that keeps industrial systems running safely."
plumbers-steamfitters-lu-22-jac-western-ny-2-plumber-apprentice,https://dol.ny.gov/news/plumbers-steamfitters-lu-22-jac-western-ny-2,Plumber Apprentice,Plumber,Plumber,47-2152.00,"A Plumber installs, repairs, and maintains the pipes, drains, fixtures, and water heating systems that move water and waste through homes, buildings, and job sites. They cut and join pipe, clear blockages, test for leaks, and fit sinks, toilets, showers, and boilers. Their work keeps water flowing safely and buildings clean, dry, and working properly."
plumbers-steamfitters-lu-22-jac-western-ny-3-heating-ventilation-air-conditioning-mechanic-apprentice,https://dol.ny.gov/news/plumbers-steamfitters-lu-22-jac-western-ny-3,"Heating, Ventilation, & Air Conditioning Mechanic Apprentice","Heating, Ventilation, and Air Conditioning Mechanic","Heating, Ventilation, and Air Conditioning Mechanic",49-9021.00,"A Heating, Ventilation, and Air Conditioning Mechanic installs, tests, repairs, and maintains furnaces, air conditioners, heat pumps, ventilation fans, and duct systems in homes and buildings. They handle tools, wiring, pipes, and gauges to find problems and keep equipment working properly. Their work keeps indoor air comfortable, systems efficient, and buildings safe to use."
plumbers-steamfitters-lu-22-jac-western-ny-4-steamfitter-apprentice,https://dol.ny.gov/news/plumbers-steamfitters-lu-22-jac-western-ny-4,Steamfitter Apprentice,Steamfitter,Steamfitter,47-2152.00,"A Steamfitter installs, repairs, and maintains the pipes, valves, and fittings that carry steam, gas, water, and other fluids in buildings and industrial sites. They measure and cut pipe, weld or bolt sections together, test for leaks, and troubleshoot systems. Their work keeps heating, cooling, and production equipment running safely and reliably."
plumbing-and-heating-jatc-rochester-lu-13-0-heating-ventilation-and-air-conditioning-mechanic-apprentice,https://dol.ny.gov/news/plumbing-and-heating-jatc-rochester-lu-13-0,"Heating, Ventilation and Air Conditioning Mechanic Apprentice","Heating, Ventilation, and Air Conditioning Mechanic","Heating, Ventilation, and Air Conditioning Mechanic",49-9021.00,"A Heating, Ventilation, and Air Conditioning Mechanic installs, tests, repairs, and maintains furnaces, air conditioners, heat pumps, ventilation fans, and duct systems in homes and buildings. They handle tools, wiring, pipes, and gauges to find problems and keep equipment working properly. Their work keeps indoor air comfortable, systems efficient, and buildings safe to use."
plumbing-and-heating-jatc-rochester-lu-13-0-plumber-apprentice,https://dol.ny.gov/news/plumbing-and-heating-jatc-rochester-lu-13-0,Plumber Apprentice,Plumber,Plumber,47-2152.00,"A Plumber installs, repairs, and maintains the pipes, drains, fixtures, and water heating systems that move water and waste through homes, buildings, and job sites. They cut and join pipe, clear blockages, test for leaks, and fit sinks, toilets, showers, and boilers. Their work keeps water flowing safely and buildings clean, dry, and working properly."
plumbing-and-heating-jatc-rochester-lu-13-0-steamfitter-apprentice,https://dol.ny.gov/news/plumbing-and-heating-jatc-rochester-lu-13-0,Steamfitter Apprentice,Steamfitter,Steamfitter,47-2152.00,"A Steamfitter installs, repairs, and maintains the pipes, valves, and fittings that carry steam, gas, water, and other fluids in buildings and industrial sites. They measure and cut pipe, weld or bolt sections together, test for leaks, and troubleshoot systems. Their work keeps heating, cooling, and production equipment running safely and reliably."
rochester-electrical-jatc-lu-86-1-electrician-apprentice,https://dol.ny.gov/news/rochester-electrical-jatc-lu-86-1,Electrician Apprentice,Electrician,Electrician,47-2111.00,"An Electrician installs, connects, tests, and repairs wiring, outlets, lights, circuit breakers, and electrical equipment in homes, buildings, and job sites. They read plans, run wire through walls and ceilings, use hand and power tools, and check that systems work safely. Their work keeps power flowing and buildings lit, working, and safer."
rochester-laborers-lu-435-jatc-skilled-construction-craft-laborer-apprentice,https://dol.ny.gov/news/rochester-laborers-lu-435-jatc,Skilled Construction Craft Laborer apprentice,Skilled Construction Craft Laborer,Skilled Construction Craft Laborer,47-2061.00,"A Skilled Construction Craft Laborer does hands-on work on building sites and supports many parts of a construction project. They load and move materials, dig and grade ground, use hand and power tools, help set forms, pour concrete, and clean work areas. Their work helps keep projects moving, sites safer, and structures built properly."
rondout-electric-inc-electrician-apprentice,https://dol.ny.gov/news/rondout-electric-inc,Electrician Apprentice,Electrician,Electrician,47-2111.00,"An Electrician installs, connects, tests, and repairs wiring, outlets, lights, circuit breakers, and electrical equipment in homes, buildings, and job sites. They read plans, run wire through walls and ceilings, use hand and power tools, and check that systems work safely. Their work keeps power flowing and buildings lit, working, and safer."
roofers-jac-capital-district-local-241-roofer-apprentice,https://dol.ny.gov/news/roofers-jac-capital-district-local-241,Roofer Apprentice,Roofer,Roofer,47-2181.00,"A Roofer builds, repairs, and replaces roofs on homes, shops, and other buildings. They tear off old shingles, lay underlayment, fasten shingles, tiles, or metal panels, seal flashing around vents and chimneys, and work high up in changing weather. Their work keeps buildings dry, insulated, and protected from leaks and damage."
roofers-jac-syracuse-local-195-0-roofer-apprentice,https://dol.ny.gov/news/roofers-jac-syracuse-local-195-0,Roofer Apprentice,Roofer,Roofer,47-2181.00,"A Roofer builds, repairs, and replaces roofs on homes, shops, and other buildings. They tear off old shingles, lay underlayment, fasten shingles, tiles, or metal panels, seal flashing around vents and chimneys, and work high up in changing weather. Their work keeps buildings dry, insulated, and protected from leaks and damage."
roofers-local-203-jac-0-roofer-apprentice,https://dol.ny.gov/news/roofers-local-203-jac-0,Roofer Apprentice,Roofer,Roofer,47-2181.00,"A Roofer builds, repairs, and replaces roofs on homes, shops, and other buildings. They tear off old shingles, lay underlayment, fasten shingles, tiles, or metal panels, seal flashing around vents and chimneys, and work high up in changing weather. Their work keeps buildings dry, insulated, and protected from leaks and damage."
roofing-industry-jatc-rochester-local-22-0-roofer-apprentice,https://dol.ny.gov/news/roofing-industry-jatc-rochester-local-22-0,Roofer Apprentice,Roofer,Roofer,47-2181.00,"A Roofer builds, repairs, and replaces roofs on homes, shops, and other buildings. They tear off old shingles, lay underlayment, fasten shingles, tiles, or metal panels, seal flashing around vents and chimneys, and work high up in changing weather. Their work keeps buildings dry, insulated, and protected from leaks and damage."
sheet-metal-jatc-rochester-lu-46-0-heating-ventilation-air-conditioning-mechanic-apprentice,https://dol.ny.gov/news/sheet-metal-jatc-rochester-lu-46-0,"Heating, Ventilation & Air Conditioning Mechanic Apprentice","Heating, Ventilation, and Air Conditioning Mechanic","Heating, Ventilation, and Air Conditioning Mechanic",49-9021.00,"A Heating, Ventilation, and Air Conditioning Mechanic installs, tests, repairs, and maintains furnaces, air conditioners, heat pumps, ventilation fans, and duct systems in homes and buildings. They handle tools, wiring, pipes, and gauges to find problems and keep equipment working properly. Their work keeps indoor air comfortable, systems efficient, and buildings safe to use."
sheet-metal-jatc-rochester-lu-46-0-sheet-metal-worker-apprentice,https://dol.ny.gov/news/sheet-metal-jatc-rochester-lu-46-0,Sheet Metal Worker Apprentice,Sheet Metal Worker,Sheet Metal Worker,47-2211.00,"A Sheet Metal Worker makes, installs, and repairs metal parts used in buildings and equipment. They measure and cut sheet metal, bend and shape it, and fasten ducts, vents, flashing, and panels using hand tools, power tools, and welding equipment. Their work helps heating, cooling, and building systems fit properly and keep running safely."
sheetmetal-workers-jac-syracuse-58-sheet-metal-worker-apprentice,https://dol.ny.gov/news/sheetmetal-workers-jac-syracuse-58,Sheet Metal Worker Apprentice,Sheet Metal Worker,Sheet Metal Worker,47-2211.00,"A Sheet Metal Worker makes, installs, and repairs metal parts used in buildings and equipment. They measure and cut sheet metal, bend and shape it, and fasten ducts, vents, flashing, and panels using hand tools, power tools, and welding equipment. Their work helps heating, cooling, and building systems fit properly and keep running safely."
sheetmetal-workers-jac-syracuse-58-0-sheet-metal-worker-apprentice,https://dol.ny.gov/news/sheetmetal-workers-jac-syracuse-58-0,Sheet Metal Worker Apprentice,Sheet Metal Worker,Sheet Metal Worker,47-2211.00,"A Sheet Metal Worker makes, installs, and repairs metal parts used in buildings and equipment. They measure and cut sheet metal, bend and shape it, and fasten ducts, vents, flashing, and panels using hand tools, power tools, and welding equipment. Their work helps heating, cooling, and building systems fit properly and keep running safely."
southern-tier-laborers-local-621-0-skilled-construction-craft-laborer-apprentice,https://dol.ny.gov/news/southern-tier-laborers-local-621-0,Skilled Construction Craft Laborer Apprentice,Skilled Construction Craft Laborer,Skilled Construction Craft Laborer,47-2061.00,"A Skilled Construction Craft Laborer does hands-on work on building sites and supports many parts of a construction project. They load and move materials, dig and grade ground, use hand and power tools, help set forms, pour concrete, and clean work areas. Their work helps keep projects moving, sites safer, and structures built properly."
united-union-roofers-waterproofers-jac-lu-154-0-roofer-apprentice,https://dol.ny.gov/news/united-union-roofers-waterproofers-jac-lu-154-0,Roofer Apprentice,Roofer,Roofer,47-2181.00,"A Roofer builds, repairs, and replaces roofs on homes, shops, and other buildings. They tear off old shingles, lay underlayment, fasten shingles, tiles, or metal panels, seal flashing around vents and chimneys, and work high up in changing weather. Their work keeps buildings dry, insulated, and protected from leaks and damage."
usis-electric-inc-electrician-apprentice,https://dol.ny.gov/news/usis-electric-inc,Electrician Apprentice,Electrician,Electrician,47-2111.00,"An Electrician installs, connects, tests, and repairs wiring, outlets, lights, circuit breakers, and electrical equipment in homes, buildings, and job sites. They read plans, run wire through walls and ceilings, use hand and power tools, and check that systems work safely. Their work keeps power flowing and buildings lit, working, and safer."
westchester-fairfield-jeatc-lu-3-ibew-0-electrician-apprentice,https://dol.ny.gov/news/westchester-fairfield-jeatc-lu-3-ibew-0,Electrician Apprentice,Electrician,Electrician,47-2111.00,"An Electrician installs, connects, tests, and repairs wiring, outlets, lights, circuit breakers, and electrical equipment in homes, buildings, and job sites. They read plans, run wire through walls and ceilings, use hand and power tools, and check that systems work safely. Their work keeps power flowing and buildings lit, working, and safer."
westchester-fairfield-jeatc-lu-3-ibew-1-electrician-apprentice,https://dol.ny.gov/news/westchester-fairfield-jeatc-lu-3-ibew-1,Electrician Apprentice,Electrician,Electrician,47-2111.00,"An Electrician installs, connects, tests, and repairs wiring, outlets, lights, circuit breakers, and electrical equipment in homes, buildings, and job sites. They read plans, run wire through walls and ceilings, use hand and power tools, and check that systems work safely. Their work keeps power flowing and buildings lit, working, and safer."
