id,sourceUrl,sourceTitle,jobTitle,socCode,numberOfOpenings,sponsorName,unionName,locationSummary,regions,recruitmentStartDate,recruitmentEndDate,applicationStartDate,applicationEndDate,applicationMethods,applicationSummary,applicationWebsite,applicationEmail,applicationPhone,applicationInPersonAddress,applicationMailingAddress,applicationHours,applicationLimit,applicationLimitDetails,applicationFee,applicationFeeDetails,ageRequirement,educationRequirement,residencyRequirement,transportationRequirement,drugTestRequirement,classRequirement,allRequirements,requirementsSummary,contactName,contactPhone,contactEmail,contactWebsite,contactSummary
plumbers-steamfitters-local-union-7-jac-plumber-and-pipefitter-apprentice,https://dol.ny.gov/news/plumbers-steamfitters-local-union-7-jac,Plumbers & Steamfitters Local Union #7 JAC,Plumber and Pipefitter Apprentice,47-2152.00,5,Plumbers & Steamfitters Local Union #7 Joint Apprenticeship and Training Committee,Plumbers & Steamfitters Local Union #7,"Latham, NY area","[""Capital Region""]",2025-10-01,2026-09-30,2025-10-01,2026-09-01,"[""in_person_application""]","Obtain applications in person at Local Union #7, 18 Avis Drive, Latham, NY, on the first Thursday of each month from 9:00 a.m. to 4:00 p.m. during the recruitment period. Applications must be received by September 1, 2026.",,,,"Local Union #7, 18 Avis Drive, Latham, NY 12110",,"9:00 a.m. to 4:00 p.m. the first Thursday of every month, excluding legal holidays, during the recruitment period",,,,,Applicants must be at least 18 years old.,Must have a high school diploma or a high school equivalency diploma such as GED or TASC.,,,"Applicants must be physically able to perform the work as determined by a physical exam and drug testing after selection and prior to enrollment, at the sponsor's expense.",,"[""Must be at least 18 years old."", ""Must have a high school diploma or a high school equivalency diploma (such as TASC or GED)."", ""Must be physically able to perform the work required as determined by a physical exam and drug testing after selection and prior to enrollment in apprenticeship, at the expense of the sponsor."", ""Must take and pass the Wonderlic Basic Skills aptitude test and score 50 or higher on the exam to be interviewed."", ""Must provide DD Form 214, Certificate of Release or Discharge from Active Duty, if applicable, after an offer of employment.""]","Applicants must be 18 or older, have a high school diploma or equivalent, pass the Wonderlic Basic Skills test with a score of 50 or higher, and complete a physical exam and drug test after selection.",Plumbers & Steamfitters Local Union #7,(518) 785-9844 or (518) 785-9808 Ext 22,,,Contact Plumbers & Steamfitters Local Union #7 for further information at (518) 785-9844 or (518) 785-9808 Ext 22.
plumbers-steamfitters-local-union-7-jac-welder-industrial-apprentice,https://dol.ny.gov/news/plumbers-steamfitters-local-union-7-jac,Plumbers & Steamfitters Local Union #7 JAC,Welder (Industrial) Apprentice,51-4121.00,5,Plumbers & Steamfitters Local Union #7 Joint Apprenticeship and Training Committee,Plumbers & Steamfitters Local Union #7,"Latham, NY area","[""Capital Region""]",2025-10-01,2026-09-30,2025-10-01,2026-09-01,"[""in_person_application""]","Obtain applications in person at Local Union #7, 18 Avis Drive, Latham, NY, on the first Thursday of each month from 9:00 a.m. to 4:00 p.m. during the recruitment period. Applications must be received by September 1, 2026.",,,,"Local Union #7, 18 Avis Drive, Latham, NY 12110",,"9:00 a.m. to 4:00 p.m. the first Thursday of every month, excluding legal holidays, during the recruitment period",,,,,Applicants must be at least 18 years old.,Must have a high school diploma or a high school equivalency diploma such as GED or TASC.,,,"Applicants must be physically able to perform the work as determined by a physical exam and drug testing after selection and prior to enrollment, at the sponsor's expense.",,"[""Must be at least 18 years old."", ""Must have a high school diploma or a high school equivalency diploma (such as TASC or GED)."", ""Must be physically able to perform the work required as determined by a physical exam and drug testing after selection and prior to enrollment in apprenticeship, at the expense of the sponsor."", ""Must take and pass the Wonderlic Basic Skills aptitude test and score 50 or higher on the exam to be interviewed."", ""Must provide DD Form 214, Certificate of Release or Discharge from Active Duty, if applicable, after an offer of employment.""]","Applicants must be 18 or older, have a high school diploma or equivalent, pass the Wonderlic Basic Skills test with a score of 50 or higher, and complete a physical exam and drug test after selection.",Plumbers & Steamfitters Local Union #7,(518) 785-9844 or (518) 785-9808 Ext 22,,,Contact Plumbers & Steamfitters Local Union #7 for further information at (518) 785-9844 or (518) 785-9808 Ext 22.
plumbers-steamfitters-lu-22-jac-western-ny-2-plumber-apprentice,https://dol.ny.gov/news/plumbers-steamfitters-lu-22-jac-western-ny-2,Plumbers & Steamfitters LU #22 JAC of Western NY,Plumber Apprentice,47-2152.00,15,"Joint Apprenticeship and Training Committee for Plumbers & Steamfitters, Local Union #22","Plumbers & Steamfitters, Local Union #22","Finger Lakes and Western New York regions; applications in West Seneca, NY","[""Finger Lakes"", ""Western New York""]",2025-12-02,2026-12-01,2025-12-02,2026-12-01,"[""in_person_application"", ""mail_application""]","Obtain applications in person at Local Union #22 in West Seneca on the first Tuesday of each month from 9:00 a.m. to 5:00 p.m. during the recruitment period, then return the application by mail or in person.",,,,"Plumbers & Steamfitters, Local Union #22, 120 Gardenville Parkway, West Seneca, NY 14224","Plumbers & Steamfitters, Local Union #22, 120 Gardenville Parkway, West Seneca, NY 14224","9:00 a.m. to 5:00 p.m. on the first Tuesday of each month, excluding legal holidays, during the recruitment period. Applications may also be deposited in a drop box next to the front entrance 24 hours per day, 7 days a week.",,,,,Must be at least 18 years old.,Must have a high school diploma or a high school equivalency diploma such as TASC or GED.,"Must live in Cattaraugus, Chautauqua, Erie, Niagara, or Wyoming counties; or in specified townships of Genesee, Orleans, or Allegany counties.",Must have a valid NYS driver’s license and reliable transportation to job sites and required classes.,Must pass a drug test after selection and before enrollment; the sponsor pays the cost.,Must be able to attend required classes at the approved school.,"[""Must be at least 18 years old."", ""Must have a high school diploma or a high school equivalency diploma (such as TASC or GED)."", ""Must provide a signed statement from their personal physician attesting that they can physically perform the duties of a Plumber."", ""Must possess a valid NYS driver’s license in order to operate company vehicles."", ""Must have reliable means of transportation to and from various job sites and required classes at the approved school."", ""Must have residency in Cattaraugus, Chautauqua, Erie, Niagara, and Wyoming Counties."", ""Must have residency in Genesee County in the townships of Alabama, Oakfield, Elba, Pembroke, Batavia, Darien, and Alexander."", ""Must have residency in Orleans County in the townships of Yates, Ridgeway, and Shelby."", ""Must have residency in Allegany County in the townships of Allen, Alma, Amity, Angelica, Belfast, Bolivar, Caneadea, Centerville, Clarksville, Cuba, Friendship, Genesee, Granger, Hume, New Hudson, Rushford, Scio, and Wirt."", ""Must pass a drug test, at the expense of the sponsor, after selection and prior to enrollment in the apprenticeship program."", ""Must take and pass Work Keys Applied Mathematics, Workplace Documents, and Graphic Literacy Assessment tests with a minimum score of four (out of seven) in each category to be selected for an interview.""]","Applicants must be 18+, have a high school diploma or HSE, hold a valid NYS driver’s license, have reliable transportation, live in the eligible counties/townships, pass required assessments, and pass a post-selection drug test.","Plumbers & Steamfitters, Local Union #22",(716) 668-8500,,,"Call Plumbers & Steamfitters, Local Union #22 at (716) 668-8500 for further information."
plumbers-steamfitters-lu-22-jac-western-ny-3-heating-ventilation-air-conditioning-mechanic-apprentice,https://dol.ny.gov/news/plumbers-steamfitters-lu-22-jac-western-ny-3,Plumbers & Steamfitters LU #22 JAC of Western NY,"Heating, Ventilation, & Air Conditioning Mechanic Apprentice",49-9021.00,5,"Joint Apprenticeship and Training Committee for Plumbers & Steamfitters, Local Union #22","Plumbers & Steamfitters, Local Union #22","West Seneca, NY; recruitment for the Finger Lakes and Western regions of New York","[""Finger Lakes"", ""Western New York""]",2026-01-20,2027-01-19,2026-01-20,2027-01-19,"[""in_person_application"", ""mail_application""]","Get the application in person at Local Union #22 in West Seneca on the third Tuesday of each month from 9:00 a.m. to 5:00 p.m. (except legal holidays), then return it by mail or in person. A drop box is available 24/7 for in-person returns.",,,,"Plumbers & Steamfitters, Local Union #22, 120 Gardenville Parkway, West Seneca, NY 14224","Plumbers & Steamfitters, Local Union #22, 120 Gardenville Parkway, West Seneca, NY 14224","9:00 a.m. to 5:00 p.m. on the third Tuesday of each month, excluding legal holidays, during the recruitment period",,,,,Must be at least 18 years old.,Must have a high school diploma or a high school equivalency diploma such as TASC or GED.,"Must live in Cattaraugus, Chautauqua, Erie, Niagara, or Wyoming Counties; or in Genesee County in the townships of Alabama, Oakfield, Elba, Pembroke, Batavia, Darien, or Alexander; or in Orleans County in the townships of Yates, Ridgeway, or Shelby; or in Allegany County in the townships of Allen, Alma, Amity, Angelica, Belfast, Bolivar, Caneadea, Centerville, Clarksville, Cuba, Friendship, Genesee, Granger, Hume, New Hudson, Rushford, Scio, or Wirt.",Must have a valid NYS driver's license to operate company vehicles and reliable transportation to job sites and required classes.,"Must pass a drug test, at the sponsor's expense, after selection and before enrollment.",Must be able to travel to and attend required classes at the approved school.,"[""Must be at least 18 years old."", ""Must have a high school diploma or a high school equivalency diploma such as TASC or GED."", ""Must provide a signed statement from a personal physician confirming the applicant can physically perform the duties of a Heating, Ventilation, & Air Conditioning Mechanic."", ""Must have a valid New York State driver's license in order to operate company vehicles."", ""Must have reliable transportation to and from job sites and required classes at the approved school."", ""Must reside in Cattaraugus, Chautauqua, Erie, Niagara, or Wyoming Counties; or in Genesee County in the townships of Alabama, Oakfield, Elba, Pembroke, Batavia, Darien, or Alexander; or in Orleans County in the townships of Yates, Ridgeway, or Shelby; or in Allegany County in the townships of Allen, Alma, Amity, Angelica, Belfast, Bolivar, Caneadea, Centerville, Clarksville, Cuba, Friendship, Genesee, Granger, Hume, New Hudson, Rushford, Scio, or Wirt."", ""Must pass a drug test, at the sponsor's expense, after selection and prior to enrollment in the apprenticeship program."", ""Must take and pass the Work Keys Applied Mathematics, Workplace Documents, and Graphic Literacy assessment tests with a minimum score of four out of seven in each category to be selected for an interview.""]","Applicants must be 18+, have a high school diploma or equivalent, hold a valid NYS driver's license, live in the listed counties/townships, have reliable transportation, pass a drug test, and score at least 4 on required Work Keys tests.","Plumbers & Steamfitters, Local Union #22",(716) 668-8500,,,"For further information, contact Plumbers & Steamfitters, Local Union #22 at (716) 668-8500."
plumbers-steamfitters-lu-22-jac-western-ny-4-steamfitter-apprentice,https://dol.ny.gov/news/plumbers-steamfitters-lu-22-jac-western-ny-4,Plumbers & Steamfitters LU #22 JAC of Western NY,Steamfitter Apprentice,47-2152.00,15,"Joint Apprenticeship and Training Committee for Plumbers & Steamfitters, Local Union #22",Local Union #22,Finger Lakes and Western New York regions,"[""Finger Lakes"", ""Western New York""]",2026-01-13,2027-01-12,2026-01-13,2027-01-12,"[""in_person_application"", ""mail_application""]","Obtain an application in person at Plumbers & Steamfitters Local Union #22 in West Seneca on the second Tuesday of each month, then return it by mail or in person.",,,,"Plumbers & Steamfitters, Local Union #22, 120 Gardenville Parkway, West Seneca, NY 14224","Plumbers & Steamfitters, Local Union #22, 120 Gardenville Parkway, West Seneca, NY 14224","9:00 a.m. to 5:00 p.m. on the second Tuesday of each month, excluding legal holidays, during the recruitment period",,,,,Must be at least 18 years old.,Must have a high school diploma or a high school equivalency diploma such as GED or TASC.,"Must live in Cattaraugus, Chautauqua, Erie, Niagara, or Wyoming Counties; certain townships in Genesee County (Alabama, Oakfield, Elba, Pembroke, Batavia, Darien, Alexander); certain townships in Orleans County (Yates, Ridgeway, Shelby); or certain townships in Allegany County (Allen, Alma, Amity, Angelica, Belfast, Bolivar, Caneadea, Centerville, Clarksville, Cuba, Friendship, Genesee, Granger, Hume, New Hudson, Rushford, Scio, Wirt).","Must have reliable transportation to and from job sites and required classes, and must possess a valid New York State driver’s license to operate company vehicles.",Must pass a drug test at the sponsor’s expense after selection and before enrollment.,Must attend required classes at the approved school.,"[""Must be at least 18 years old."", ""Must have a high school diploma or a high school equivalency diploma (such as TASC or GED)."", ""Must provide a signed statement from a personal physician attesting that the applicant can physically perform the duties of a Steamfitter."", ""Must possess a valid New York State driver’s license in order to operate company vehicles."", ""Must have reliable means of transportation to and from various job sites and required classes at the approved school."", ""Must have residency in Cattaraugus, Chautauqua, Erie, Niagara, and Wyoming Counties; in Genesee County, the townships of Alabama, Oakfield, Elba, Pembroke, Batavia, Darien, and Alexander; in Orleans County, the townships of Yates, Ridgeway, and Shelby; and in Allegany County, the townships of Allen, Alma, Amity, Angelica, Belfast, Bolivar, Caneadea, Centerville, Clarksville, Cuba, Friendship, Genesee, Granger, Hume, New Hudson, Rushford, Scio, and Wirt."", ""Must pass a drug test, at the expense of the sponsor, after selection and prior to enrollment in the apprenticeship program."", ""Must take and pass Work Keys Applied Mathematics, Workplace Documents, and Graphic Literacy assessment tests with a minimum score of four out of seven in each category.""]","Applicants must be 18+, have a high school diploma or HSE, live in the specified service area, have a valid NYS driver’s license and reliable transportation, pass a drug test, and score at least 4 on each required Work Keys test.","Plumbers & Steamfitters, Local Union #22",(716) 668-8500,,,Call Plumbers & Steamfitters Local Union #22 for more information.
plumbing-and-heating-jatc-rochester-lu-13-0-heating-ventilation-and-air-conditioning-mechanic-apprentice,https://dol.ny.gov/news/plumbing-and-heating-jatc-rochester-lu-13-0,Plumbing and Heating JATC Rochester LU #13,"Heating, Ventilation and Air Conditioning Mechanic Apprentice",49-9021.00,12,"Plumbing and Heating Joint Apprenticeship and Training Council, Local Union #13",Local Union #13,"Rochester, NY area and Local Union #13 jurisdiction","[""Finger Lakes"", ""Southern Tier"", ""Western New York""]",2026-03-04,2027-03-03,2026-03-04,2027-03-03,"[""online_application"", ""in_person_application""]","Apply online anytime or in person on the first Tuesday of each month during recruitment. Online applicants must complete the required math aptitude test the following month, and the $20 fee must be paid before testing.",https://ua13.kmrapplications.com/registration/,,,"Plumbing and Heating Joint Apprenticeship and Training Council, Local Union #13, 1850 Mt. Read Blvd., Rochester, NY 14615",,"In person on the first Tuesday of each month, 9:00 a.m. to 11:00 a.m. and 1:00 p.m. to 3:00 p.m., excluding legal holidays, during the recruitment period.",,,20,A $20 application fee is required before taking the math test in person at LU #13. The fee may be waived upon request with verifiable proof of financial need.,Must be at least 18 years old at the time of application.,"Must have a high school diploma or high school equivalency diploma such as GED or TASC, and must present transcripts at the time of application.","Must have been a resident for at least one year within Local Union #13 jurisdiction, including Allegany, Genesee, Livingston, Monroe, Ontario, Orleans, Seneca, Steuben, Wayne, or Yates County.",Must have a valid driver’s license and reliable transportation to job sites and required classes. Apprentices may be required to drive company vehicles.,"Must pass a physical exam and drug test after selection and before enrollment, at the sponsor’s expense, and must submit to random drug testing during the apprenticeship.",Must attend required classes at the approved school.,"[""Must be at least 18 years old at the time of application."", ""Must have a high school diploma or high school equivalency diploma such as GED or TASC."", ""Must present transcripts at the time of application."", ""Must pass the math exam at the time of application with a score of 70% or higher."", ""Must be physically able to do the work of a heating, ventilation and air conditioning mechanic, including heavy lifting over 80 pounds on occasion, working in confined spaces, climbing and working at heights, and working indoors and outdoors in industrial plants, institutions, commercial buildings, and power plants."", ""Must be legally able to work in the United States."", ""Must have a valid driver’s license."", ""Must have reliable transportation to and from various job sites and required classes at the approved school."", ""Must be a resident for at least one year within the jurisdiction of Local Union #13, including Allegany, Genesee, Livingston, Monroe, Ontario, Orleans, Seneca, Steuben, Wayne, or Yates County."", ""Must appear for an interview when scheduled."", ""Must pay the $20 application fee before taking the math test; the fee may be waived upon request with verifiable proof of financial need."", ""Must pass a physical exam and drug test after selection and before enrollment, at the sponsor’s expense."", ""Must submit to random drug testing at any time during the apprenticeship."", ""Must reimburse the JATC $100 for book fees for years 1 through 4 of the apprenticeship."", ""Must present proof after selection and before enrollment of minimum age, transcripts from other educational programs to be considered, current driver’s license, residency within the jurisdiction of Local Union #13, and DD-214 if applicable.""]","Applicants must be at least 18, have a high school diploma or equivalency, pass a math test, live in the Local Union #13 area, have a driver’s license and reliable transportation, and meet physical and drug-testing requirements.","Plumbing and Heating Joint Apprenticeship and Training Council, Local Union #13",(585) 338-2360,,https://ua13.kmrapplications.com/registration/,Contact Plumbing and Heating JATC Local Union #13 at (585) 338-2360 or use the online application site.
plumbing-and-heating-jatc-rochester-lu-13-0-plumber-apprentice,https://dol.ny.gov/news/plumbing-and-heating-jatc-rochester-lu-13-0,Plumbing and Heating JATC Rochester LU #13,Plumber Apprentice,47-2152.00,15,"Plumbing and Heating Joint Apprenticeship and Training Council, Local Union #13",Local Union #13,"Rochester, NY area and Local Union #13 jurisdiction","[""Finger Lakes"", ""Southern Tier"", ""Western New York""]",2026-03-04,2027-03-03,2026-03-04,2027-03-03,"[""online_application"", ""in_person_application""]","Apply online anytime or in person on the first Tuesday of each month during recruitment. Online applicants must complete the required math aptitude test the following month, and the $20 fee must be paid before testing.",https://ua13.kmrapplications.com/registration/,,,"Plumbing and Heating Joint Apprenticeship and Training Council, Local Union #13, 1850 Mt. Read Blvd., Rochester, NY 14615",,"In person on the first Tuesday of each month, 9:00 a.m. to 11:00 a.m. and 1:00 p.m. to 3:00 p.m., excluding legal holidays, during the recruitment period.",,,20,A $20 application fee is required before taking the math test in person at LU #13. The fee may be waived upon request with verifiable proof of financial need.,Must be at least 18 years old at the time of application.,"Must have a high school diploma or high school equivalency diploma such as GED or TASC, and must present transcripts at the time of application.","Must have been a resident for at least one year within Local Union #13 jurisdiction, including Allegany, Genesee, Livingston, Monroe, Ontario, Orleans, Seneca, Steuben, Wayne, or Yates County.",Must have a valid driver’s license and reliable transportation to job sites and required classes. Apprentices may be required to drive company vehicles.,"Must pass a physical exam and drug test after selection and before enrollment, at the sponsor’s expense, and must submit to random drug testing during the apprenticeship.",Must attend required classes at the approved school.,"[""Must be at least 18 years old at the time of application."", ""Must have a high school diploma or high school equivalency diploma such as GED or TASC."", ""Must present transcripts at the time of application."", ""Must pass the math exam at the time of application with a score of 70% or higher."", ""Must be physically able to do the work of a plumber, including heavy lifting over 80 pounds on occasion, working in confined spaces, climbing and working at heights, and working indoors and outdoors in industrial plants, institutions, commercial buildings, and power plants."", ""Must be legally able to work in the United States."", ""Must have a valid driver’s license."", ""Must have reliable transportation to and from various job sites and required classes at the approved school."", ""Must be a resident for at least one year within the jurisdiction of Local Union #13, including Allegany, Genesee, Livingston, Monroe, Ontario, Orleans, Seneca, Steuben, Wayne, or Yates County."", ""Must appear for an interview when scheduled."", ""Must pay the $20 application fee before taking the math test; the fee may be waived upon request with verifiable proof of financial need."", ""Must pass a physical exam and drug test after selection and before enrollment, at the sponsor’s expense."", ""Must submit to random drug testing at any time during the apprenticeship."", ""Must reimburse the JATC $100 for book fees for years 1 through 4 of the apprenticeship."", ""Must present proof after selection and before enrollment of minimum age, transcripts from other educational programs to be considered, current driver’s license, residency within the jurisdiction of Local Union #13, and DD-214 if applicable.""]","Applicants must be at least 18, have a high school diploma or equivalency, pass a math test, live in the Local Union #13 area, have a driver’s license and reliable transportation, and meet physical and drug-testing requirements.","Plumbing and Heating Joint Apprenticeship and Training Council, Local Union #13",(585) 338-2360,,https://ua13.kmrapplications.com/registration/,Contact Plumbing and Heating JATC Local Union #13 at (585) 338-2360 or use the online application site.
plumbing-and-heating-jatc-rochester-lu-13-0-steamfitter-apprentice,https://dol.ny.gov/news/plumbing-and-heating-jatc-rochester-lu-13-0,Plumbing and Heating JATC Rochester LU #13,Steamfitter Apprentice,47-2152.00,15,"Plumbing and Heating Joint Apprenticeship and Training Council, Local Union #13",Local Union #13,"Rochester, NY area and Local Union #13 jurisdiction","[""Finger Lakes"", ""Southern Tier"", ""Western New York""]",2026-03-04,2027-03-03,2026-03-04,2027-03-03,"[""online_application"", ""in_person_application""]","Apply online anytime or in person on the first Tuesday of each month during recruitment. Online applicants must complete the required math aptitude test the following month, and the $20 fee must be paid before testing.",https://ua13.kmrapplications.com/registration/,,,"Plumbing and Heating Joint Apprenticeship and Training Council, Local Union #13, 1850 Mt. Read Blvd., Rochester, NY 14615",,"In person on the first Tuesday of each month, 9:00 a.m. to 11:00 a.m. and 1:00 p.m. to 3:00 p.m., excluding legal holidays, during the recruitment period.",,,20,A $20 application fee is required before taking the math test in person at LU #13. The fee may be waived upon request with verifiable proof of financial need.,Must be at least 18 years old at the time of application.,"Must have a high school diploma or high school equivalency diploma such as GED or TASC, and must present transcripts at the time of application.","Must have been a resident for at least one year within Local Union #13 jurisdiction, including Allegany, Genesee, Livingston, Monroe, Ontario, Orleans, Seneca, Steuben, Wayne, or Yates County.",Must have a valid driver’s license and reliable transportation to job sites and required classes. Apprentices may be required to drive company vehicles.,"Must pass a physical exam and drug test after selection and before enrollment, at the sponsor’s expense, and must submit to random drug testing during the apprenticeship.",Must attend required classes at the approved school.,"[""Must be at least 18 years old at the time of application."", ""Must have a high school diploma or high school equivalency diploma such as GED or TASC."", ""Must present transcripts at the time of application."", ""Must pass the math exam at the time of application with a score of 70% or higher."", ""Must be physically able to do the work of a steamfitter, including heavy lifting over 80 pounds on occasion, working in confined spaces, climbing and working at heights, and working indoors and outdoors in industrial plants, institutions, commercial buildings, and power plants."", ""Must be legally able to work in the United States."", ""Must have a valid driver’s license."", ""Must have reliable transportation to and from various job sites and required classes at the approved school."", ""Must be a resident for at least one year within the jurisdiction of Local Union #13, including Allegany, Genesee, Livingston, Monroe, Ontario, Orleans, Seneca, Steuben, Wayne, or Yates County."", ""Must appear for an interview when scheduled."", ""Must pay the $20 application fee before taking the math test; the fee may be waived upon request with verifiable proof of financial need."", ""Must pass a physical exam and drug test after selection and before enrollment, at the sponsor’s expense."", ""Must submit to random drug testing at any time during the apprenticeship."", ""Must reimburse the JATC $100 for book fees for years 1 through 4 of the apprenticeship."", ""Must present proof after selection and before enrollment of minimum age, transcripts from other educational programs to be considered, current driver’s license, residency within the jurisdiction of Local Union #13, and DD-214 if applicable.""]","Applicants must be at least 18, have a high school diploma or equivalency, pass a math test, live in the Local Union #13 area, have a driver’s license and reliable transportation, and meet physical and drug-testing requirements.","Plumbing and Heating Joint Apprenticeship and Training Council, Local Union #13",(585) 338-2360,,https://ua13.kmrapplications.com/registration/,Contact Plumbing and Heating JATC Local Union #13 at (585) 338-2360 or use the online application site.
rochester-electrical-jatc-lu-86-1-electrician-apprentice,https://dol.ny.gov/news/rochester-electrical-jatc-lu-86-1,Rochester Electrical JATC LU# 86,Electrician Apprentice,47-2111.00,25,Rochester Electrical JATC Local Union #86,Rochester Electrical Local Union #86,"Rochester, NY area; Local Union #86 geographic jurisdiction","[""Finger Lakes"", ""New York City""]",2026-04-01,2027-03-31,2026-04-01,2027-03-31,"[""online_application""]","Apply online at www.ibewlu86.org during the recruitment period. Applications must be received by March 31, 2027, and a $10 testing fee is due at application unless waived for financial need.",https://www.ibewlu86.org,,,,,,,,10,A $10.00 testing fee is due at the time of application. The fee may be waived upon request with verifiable proof of financial need.,Must be at least 18 years old.,"Must have a high school diploma or high school equivalency diploma such as TASC or GED, including one year of algebra with a passing grade.","Must live within the geographic jurisdiction of Local Union #86, including specified areas of Genesee, Livingston, Monroe, Ontario, Orleans, Wayne, and Wyoming counties.",Must have reliable transportation to and from various job sites and required classes at the approved school.,"Must be physically able to perform the work, as determined by a physical exam and drug test at the sponsor's expense after selection and before enrollment.",Must be willing and able to attend all classes required to complete the apprenticeship.,"[""Must be at least 18 years old."", ""Must have a high school diploma or a high school equivalency diploma (such as TASC or GED), including one year of algebra with a passing grade."", ""Apprentices must furnish their own tools. Estimated total cost of tools is $200 to start and $1,000 by the end of the program."", ""Must be physically able to perform the work required as determined by a physical exam and drug test, at the expense of the sponsor, after selection and prior to enrollment in apprenticeship."", ""Must be able to climb, and work from ladders and scaffolds of various lengths and heights."", ""Must be able to crawl and work in confined spaces, such as attics, manholes, and crawl spaces."", ""Must live within the geographic jurisdiction of Local Union #86, including: Genesee County townships of Batavia, Bergen, Bethany, Byron, Le Roy, Elba, Pavilion, and Stafford; Livingston County: all of Livingston County; Monroe County: all of Monroe County; Ontario County townships of Bristol, Canadice, Naples, West Bloomfield, Richmond, South Bristol, East Bloomfield, and Victor; Orleans County townships of Clarendon, Kendall, and Murray; Wayne County townships of Macedon, Marion, Ontario, Palmyra, Sodus, Walworth, and Williamson; Wyoming County townships of Castile, Covington, Gainesville, Genesee Falls, Middlebury, Perry, Pike, and Warsaw."", ""Must have reliable means of transportation to and from various job sites and required classes at the approved school."", ""Must be willing and able to attend all classes, as required to complete the apprenticeship."", ""Must be able to write, read, hear and understand verbal and written instructions and warnings given in English."", ""Must take and obtain a score of four or higher, out of a possible nine points, on the NJATC Electrical Aptitude Test.""]","Applicants must be at least 18, have a high school diploma or equivalent with one year of algebra, live in the Local Union #86 jurisdiction, have reliable transportation, and be able to pass a physical/drug test and the NJATC aptitude test.",Rochester Electrical JATC Local Union #86,(585) 235-5050,,https://www.ibewlu86.org,Contact Rochester Electrical JATC Local Union #86 at (585) 235-5050 for further information. Applications are available online at www.ibewlu86.org.
rochester-laborers-lu-435-jatc-skilled-construction-craft-laborer-apprentice,https://dol.ny.gov/news/rochester-laborers-lu-435-jatc,Rochester Laborers LU #435  JATC,Skilled Construction Craft Laborer apprentice,47-2061.00,16,"Joint Apprenticeship and Training Committee (JATC) for the Rochester Laborers, Local Union #435",Local Union #435,"Rochester, NY area","[""Finger Lakes""]",2026-03-15,2027-03-14,2026-03-15,2027-03-14,"[""in_person_application""]","Apply in person only at Local Union #435, 754 Lexington Ave, Rochester, NY, Monday through Friday from 9:00 a.m. to 3:00 p.m. during the recruitment period. Applications must stay on the premises and be received by March 14, 2027.",,,,"Local Union #435, 754 Lexington Ave, Rochester, NY 14613",,"Monday through Friday, 9:00 a.m. to 3:00 p.m., excluding legal holidays, during the recruitment period",,,,,Must be at least 18 years old.,Must have a high school diploma or a high school equivalency diploma such as TASC or GED.,Must be legally able to work in the United States.,Must have a valid NYS driver’s license to drive the company vehicle and reliable transportation to and from various work locations and required classes.,"Must pass a Non-DOT drug screening, at the sponsor’s expense, after selection and before enrollment in apprenticeship.",Must be able to attend required classes at approved classroom instruction locations.,"[""Must be at least 18 years old."", ""Must have a high school diploma or a high school equivalency diploma (such as TASC or GED)."", ""Must attest that they are physically able to do the work of a skilled construction craft laborer, which may require consistently lifting up to 50 pounds."", ""Must pass a Non-DOT drug screening, at the expense of the sponsor, after selection and prior to enrollment in apprenticeship."", ""Must be willing to work outdoors and in a variety of weather conditions."", ""Must be able to work in an environment with strong odors and loud noises."", ""Must be legally able to work in the United States."", ""Must possess a valid NYS driver’s license in order to drive company’s vehicle."", ""Must have reliable transportation to and from various work locations and required classes at the approved classroom instruction locations.""]","Applicants must be at least 18, have a high school diploma or equivalent, be physically able to do the work, pass a sponsor-paid drug screen after selection, and have a valid NYS driver’s license with reliable transportation.","JATC for the Rochester Laborers, Local Union #435",(585) 546-8460,,https://www.local435.com,"For further information, contact the JATC for the Rochester Laborers, Local Union #435 at (585) 546-8460 or visit www.local435.com."
rondout-electric-inc-electrician-apprentice,https://dol.ny.gov/news/rondout-electric-inc,"Rondout Electric, Inc.",Electrician Apprentice,47-2111.00,4,"Rondout Electric, Inc.",,"Highland, NY","[""Hudson Valley""]",2025-09-02,2026-09-01,2025-09-02,2026-09-01,"[""in_person_application""]","Obtain and submit applications in person at Rondout Electric, Inc. in Highland during the recruitment period.",,,,"Rondout Electric, Inc., 225 Upper North Road, Highland, NY 12528",,"9:00 a.m. to 4:00 p.m., Monday through Friday, during the recruitment period.",,,,,Must be at least 18 years old.,"Must have a high school diploma or a high school equivalency diploma, such as TASC or GED.",,Must possess a valid driver’s license; apprentices may be required to operate company vehicles on public roads.,,,"[""Must be at least 18 years old."", ""Must have a high school diploma or a high school equivalency diploma (such as TASC or GED)."", ""Must possess a valid driver’s license."", ""Apprentices may be required to operate company vehicles on public roads.""]","Applicants must be at least 18, have a high school diploma or equivalent, and hold a valid driver’s license.","Rondout Electric, Inc.",(845) 471-4810,,,"Contact Rondout Electric, Inc. at (845) 471-4810 for further information."
