AREATYPE, AREA, AREANAME, SOCCODE, SOCTITLE, SOCDESC, EMPLOYMENT,MEAN, MEDIAN, ENTRYWG, EXPERIENCE
10,000007,"New York City", 47-2061," Construction Laborers","Perform tasks involving physical labor at construction sites.  May operate hand and power tools of all types: air hammers, earth tampers, cement mixers, small mechanical hoists, surveying and measuring equipment, and a variety of other equipment and instruments.  May clean and prepare sites, dig trenches, set braces to support the sides of excavations, erect scaffolding, and clean up rubble, debris and other waste materials.  May assist other craft workers.  Construction laborers who primarily assist a particular craft worker are classified under Helpers, Construction Trades (47-3010).  Excludes Hazardous Materials Removal Workers (47-4041).",15770,72987.11,63203.75,45073.03,86944.66
10,000007,"New York City", 47-2071,"Paving, Surfacing, and Tamping Equipment Operators","Operate equipment used for applying concrete, asphalt, or other materials to road beds, parking lots, or airport runways and taxiways, or equipment used for tamping gravel, dirt, or other materials.  Includes concrete and asphalt paving machine operators, form tampers, tamping machine operators, and stone spreader operators.",1910,82245.47,75445.3,58338.83,94198.79
10,000007,"New York City", 47-2073,"Operating Engineers and Other Construction Equipment Operators","Operate one or several types of power construction equipment, such as motor graders, bulldozers, scrapers, compressors, pumps, derricks, shovels, tractors, or front-end loaders to excavate, move, and grade earth, erect structures, or pour concrete or other hard surface pavement.  May repair and maintain equipment in addition to other duties.  Excludes Crane and Tower Operators (53-7021) and Extraction Workers (47-5000).",2610,121319.2,123661.07,73442.1,145256.72
10,000007,"New York City", 47-2081," Drywall and Ceiling Tile Installers","Apply plasterboard or other wallboard to ceilings or interior walls of buildings.  Apply or mount acoustical tiles or blocks, strips, or sheets of shock-absorbing materials to ceilings and walls of buildings to reduce or reflect sound.  Materials may be of decorative quality.  Includes lathers who fasten wooden, metal, or rockboard lath to walls, ceilings or partitions of buildings to provide support base for plaster, fire-proofing, or acoustical material.  Excludes Carpet Installers (47-2041), Carpenters (47-2031), and Tile and Marble Setters (47-2044).",1000,71530.51,67777.34,48325.92,83132.81
10,000007,"New York City", 47-2082," Tapers","Seal joints between plasterboard or other wallboard to prepare wall surface for painting or papering.",430,85509.68,74771.04,63053.46,96737.28
10,000007,"New York City", 47-2111," Electricians","Install, maintain, and repair electrical wiring, equipment, and fixtures.  Ensure that work is in accordance with relevant codes.  May install or service street lights, intercom systems, or electrical control systems.  Excludes Security and Fire Alarm Systems Installers (49-2098).",17760,93268.22,83466.33,55411.24,112196.71
10,000007,"New York City", 47-2121," Glaziers","Install glass in windows, skylights, store fronts, and display cases, or on surfaces, such as building fronts, interior walls, ceilings, and tabletops.",1080,71802.27,60818.64,45098.77,85154.54
10,000007,"New York City", 47-2132," Insulation Workers, Mechanical","Apply insulating materials to pipes or ductwork, or other mechanical systems in order to help control and maintain temperature.",400,88491.83,77300.27,56493.13,104491.7
10,000007,"New York City", 47-2141," Painters, Construction and Maintenance","Paint walls, equipment, buildings, bridges, and other structural surfaces, using brushes, rollers, and spray guns.  May remove old paint to prepare surface prior to painting.  May mix colors or oils to obtain desired color or consistency.  Excludes Paperhangers (47-2142).",5490,63214.04,59420.73,41665.74,73987.68
10,000007,"New York City", 47-2142," Paperhangers","Cover interior walls or ceilings of rooms with decorative wallpaper or fabric, or attach advertising posters on surfaces such as walls and billboards.  May remove old materials or prepare surfaces to be papered.","n/a",62197,52509.38,52008.06,67291.47
10,000007,"New York City", 47-2152," Plumbers, Pipefitters, and Steamfitters","Assemble, install, alter, and repair pipelines or pipe systems that carry water, steam, air, or other liquids or gases.  May install heating and cooling equipment and mechanical control systems.  Includes sprinklerfitters.",8570,92923.37,81851.21,57210.62,110779.24
10,000007,"New York City", 47-2161," Plasterers and Stucco Masons","Apply interior or exterior plaster, cement, stucco, or similar materials.  May also set ornamental plaster.",400,99439.44,90060.63,60982.32,118668.51
10,000007,"New York City", 47-2171," Reinforcing Iron and Rebar Workers","Position and secure steel bars or mesh in concrete forms in order to reinforce concrete.  Use a variety of fasteners, rod-bending machines, blowtorches, and hand tools.  Includes rod busters.",430,86651.28,95707.88,66104.58,96923.6
10,000007,"New York City", 47-2181," Roofers","Cover roofs of structures with shingles, slate, asphalt, aluminum, wood, or related materials.  May spray roofs, sidings, and walls with material to bind, seal, insulate, or soundproof sections of structures.",710,82456.5,77138.65,49790.75,98789.89
10,000007,"New York City", 47-2211," Sheet Metal Workers","Fabricate, assemble, install, and repair sheet metal products and equipment, such as ducts, control boxes, drainpipes, and furnace casings.  Work may involve any of the following: setting up and operating fabricating machines to cut, bend, and straighten sheet metal; shaping metal over anvils, blocks, or forms using hammer; operating soldering and welding equipment to join sheet metal parts; or inspecting, assembling, and smoothing seams and joints of burred surfaces.  Includes sheet metal duct installers who install prefabricated sheet metal ducts used for heating, air conditioning, or other purposes.",1770,83523.98,77231.3,50548.38,100011.78
10,000007,"New York City", 47-2221," Structural Iron and Steel Workers","Raise, place, and unite iron or steel girders, columns, and other structural members to form completed structures or structural frameworks.  May erect metal storage tanks and assemble prefabricated metal buildings.  Excludes Reinforcing Iron and Rebar Workers (47-2171).",1400,99335.47,102346.44,66386.63,115809.89
10,000007,"New York City", 47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Help brickmasons, blockmasons, stonemasons, or tile and marble setters by performing duties requiring less skill.  Duties include using, supplying or holding materials or tools, and cleaning work area and equipment.  Construction laborers who do not primarily assist brickmasons, blockmasons, and stonemasons or tile and marble setters are classified under Construction Laborers (47-2061).  Apprentice workers are classified with the appropriate skilled construction trade occupation (47-2011 through 47-2231).",400,71016.85,70334.36,47412.85,82818.85
10,000007,"New York City", 47-3012,"Helpers--Carpenters","Help carpenters by performing duties requiring less skill.  Duties include using, supplying or holding materials or tools, and cleaning work area and equipment.  Construction laborers who do not primarily assist carpenters are classified under Construction Laborers (47-2061).  Apprentice workers are classified with the appropriate skilled construction trade occupation (47-2011 through 47-2231).",1040,44306.14,44751.86,34230,49661.04
10,000007,"New York City", 47-3013,"Helpers--Electricians","Help electricians by performing duties requiring less skill.  Duties include using, supplying or holding materials or tools, and cleaning work area and equipment.  Construction laborers who do not primarily assist electricians are classified under Construction Laborers (47-2061).  Apprentice workers are classified with the appropriate skilled construction trade occupation (47-2011 through 47-2231).",2110,58188.54,56133.87,43685.41,65440.62
10,000007,"New York City", 47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Help painters, paperhangers, plasterers, or stucco masons by performing duties requiring less skill.  Duties include using, supplying or holding materials or tools, and cleaning work area and equipment.  Construction laborers who do not primarily assist painters, paperhangers, plasterers, or stucco masons are classified under Construction Laborers (47-2061).  Apprentice workers are classified with the appropriate skilled construction trade occupation (47-2011 through 47-2231).","n/a",38696.97,34598.95,34597.92,40745.46
10,000007,"New York City", 47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Help plumbers, pipefitters, steamfitters, or pipelayers by performing duties requiring less skill.  Duties include using, supplying or holding materials or tools, and cleaning work area and equipment.  Construction laborers who do not primarily assist plumbers, pipefitters, steamfitters, or pipelayers are classified under Construction Laborers (47-2061).  Apprentice workers are classified with the appropriate skilled construction trade occupation (47-2011 through 47-2231).",1650,49907.07,47723.72,38082.42,55819.91
10,000007,"New York City", 47-3019,"Helpers, Construction Trades, All Other","All construction trades helpers not listed separately.",680,79440.37,80904.17,50789.26,93765.42
10,000007,"New York City", 47-4011," Construction and Building Inspectors","Inspect structures using engineering skills to determine structural soundness and compliance with specifications, building codes, and other regulations.  Inspections may be general in nature or may be limited to a specific area, such as electrical systems or plumbing.",4130,99175.91,90813.12,64810.63,116359.58
10,000007,"New York City", 47-4021," Elevator Installers and Repairers","Assemble, install, repair, or maintain electric or hydraulic freight or passenger elevators, escalators, or dumbwaiters.",2450,126158.38,130778.3,86273.49,146099.8
10,000007,"New York City", 47-4041," Hazardous Materials Removal Workers","Identify, remove, pack, transport, or dispose of hazardous materials, including asbestos, lead-based paint, waste oil, fuel, transmission fluid, radioactive materials, or contaminated soil.  Specialized training and certification in hazardous materials handling or a confined entry permit are generally required.  May operate earth-moving equipment or trucks.",1310,80861.97,80159.92,52513.49,95036.72
10,000007,"New York City", 47-4071," Septic Tank Servicers and Sewer Pipe Cleaners","Clean and repair septic tanks, sewer lines, or drains.  May patch walls and partitions of tank, replace damaged drain tile, or repair breaks in underground piping.",380,57915.75,52282.91,41628.68,66058.26
10,000007,"New York City", 47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining","Operate or tend machinery at surface mining site, equipped with scoops, shovels, or buckets to excavate and load loose materials.",250,92893.52,95338.33,77397.03,100641.77
10,000007,"New York City", 49-0000,"Installation, Maintenance, and Repair Occupations","",122190,72922.54,66702.23,45428.7,86669.45
10,000007,"New York City", 49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","Directly supervise and coordinate the activities of mechanics, installers, and repairers.  Excludes team or work leaders.",8990,100521.12,96615.58,63736.36,118914.01
10,000007,"New York City", 49-2011,"Computer, Automated Teller, and Office Machine Repairers","Repair, maintain, or install computers, word processing systems, automated teller machines, and electronic office machines, such as duplicating and fax machines.",2000,64339.19,65737.91,44527.03,74245.26
10,000007,"New York City", 49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers","Repair, install or maintain mobile or stationary radio transmitting, broadcasting, and receiving equipment, and two-way radio communications systems used in cellular telecommunications, mobile broadband, ship-to-shore, aircraft-to-ground communications, and radio equipment in service and emergency vehicles.  May test and analyze network coverage.","n/a",110344.01,114649.04,95719.04,117655.98
10,000007,"New York City", 49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Install, set-up, rearrange, or remove switching, distribution, routing, and dialing equipment used in central offices or headends.  Service or repair telephone, cable television, Internet, and other communications equipment on customers' property.  May install communications equipment or communications wiring in buildings.  Excludes Telecommunications Line Installers and Repairers (49-9052).",3440,74129.22,64175.9,46923.96,87731.33
10,000007,"New York City", 49-2091," Avionics Technicians","Install, inspect, test, adjust, or repair avionics equipment, such as radar, radio, navigation, and missile control systems in aircraft or space vehicles.","n/a",88373.18,84592.93,63315.3,100902.12
10,000007,"New York City", 49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Repair, test, adjust, or install electronic equipment, such as industrial controls, transmitters, and antennas.  Excludes Avionics Technicians (49-2091), Electronic Equipment Installers and Repairers, Motor Vehicles (49-2096), and Electrical and Electronics Installers and Repairers, Transportation Equipment (49-2093).","n/a",88990.39,87045.32,71908.92,97530.61
10,000007,"New York City", 49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles","Install, diagnose, or repair communications, sound, security, or navigation equipment in motor vehicles.","n/a",65554.08,60344.3,47084.17,74788.53
10,000007,"New York City", 49-2097,"Electronic Home Entertainment Equipment Installers and Repairers","Repair, adjust, or install audio or television receivers, stereo systems, camcorders, video systems, or other electronic home entertainment equipment.",280,73928.96,74862.47,55194.09,83295.88
10,000007,"New York City", 49-2098," Security and Fire Alarm Systems Installers","Install, program, maintain, and repair security and fire alarm wiring and equipment.  Ensure that work is in accordance with relevant codes.  Excludes Electricians (47-2111) who do a broad range of electrical wiring.",1340,74230.89,77050.92,54106.53,84293.06
10,000007,"New York City", 49-3011," Aircraft Mechanics and Service Technicians","Diagnose, adjust, repair, or overhaul aircraft engines and assemblies, such as hydraulic and pneumatic systems.  Includes helicopter and aircraft engine specialists.  Excludes Avionics Technician (49-2091).",1880,106946.82,101388.9,74184.67,123327.9
10,000007,"New York City", 49-3021," Automotive Body and Related Repairers","Repair and refinish automotive vehicle bodies and straighten vehicle frames.  Excludes Painters, Transportation Equipment (51-9122) and Automotive Glass Installers and Repairers (49-3022).",1600,59830.82,54064.43,37362.94,71064.76
10,000007,"New York City", 49-3023," Automotive Service Technicians and Mechanics","Diagnose, adjust, repair, or overhaul automotive vehicles.  Excludes Automotive Body and Related Repairers (49-3021), Bus and Truck Mechanics and Diesel Engine Specialists (49-3031), and Electronic Equipment Installers and Repairers, Motor Vehicles (49-2096).",6660,66943.56,62599.51,39654.09,80587.78
10,000007,"New York City", 49-3031,"Bus and Truck Mechanics and Diesel Engine Specialists","Diagnose, adjust, repair, or overhaul buses and trucks, or maintain and repair any type of diesel engines.  Includes mechanics working primarily with automobile or marine diesel engines.",4320,80035.28,88983.2,57887.81,91110.04
10,000007,"New York City", 49-3042," Mobile Heavy Equipment Mechanics, Except Engines","Diagnose, adjust, repair, or overhaul mobile mechanical, hydraulic, and pneumatic equipment, such as cranes, bulldozers, graders, and conveyors, used in construction, logging, and surface mining.  Excludes Rail Car Repairers (49-3043) and Bus and Truck Mechanics and Diesel Engine Specialists (49-3031).",1010,77919.73,73970.04,53802.55,89978.32
10,000007,"New York City", 49-3043," Rail Car Repairers","Diagnose, adjust, repair, or overhaul railroad rolling stock, mine cars, or mass transit rail cars.  Excludes Bus and Truck Mechanics and Diesel Engine Specialists (49-3031).",540,96577.58,92480,84286.9,102721.9
10,000007,"New York City", 49-3051," Motorboat Mechanics and Service Technicians","Repair and adjust electrical and mechanical equipment of inboard or inboard-outboard boat engines.  Excludes Bus and Truck Mechanics and Diesel Engine Specialists (49-3031).","n/a",63677.82,60492.18,51732.2,69649.61
10,000007,"New York City", 49-3052," Motorcycle Mechanics","Diagnose, adjust, repair, or overhaul motorcycles, scooters, mopeds, dirt bikes, or similar motorized vehicles.","n/a",54374.57,51169.42,39888.24,61618.76
10,000007,"New York City", 49-3053,"Outdoor Power Equipment and Other Small Engine Mechanics","Diagnose, adjust, repair, or overhaul small engines used to power lawn mowers, chain saws, recreational sporting equipment and related equipment.","n/a",60261.12,55512.44,45212.01,67785.67
10,000007,"New York City", 49-3093," Tire Repairers and Changers","Repair and replace tires.","n/a",49038.47,47413.82,39104.67,54005.89
10,000007,"New York City", 49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door","Install, repair, and maintain mechanical regulating and controlling devices, such as electric meters, gas regulators, thermostats, safety and flow valves, and other mechanical governors.",1560,106649,110237.21,76517.93,121713.51
10,000007,"New York City", 49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Install or repair heating, central air conditioning, or refrigeration systems, including oil burners, hot-air furnaces, and heating stoves.",7570,78816.27,78381.87,53904.22,91271.27
10,000007,"New York City", 49-9031," Home Appliance Repairers","Repair, adjust, or install all types of electric or gas household appliances, such as refrigerators, washers, dryers, and ovens.",690,63564.86,64494.26,43269,73713.3
10,000007,"New York City", 49-9041," Industrial Machinery Mechanics","Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems.  Excludes Millwrights (49-9044), Mobile Heavy Equipment Mechanics, Except Engines (49-3042), and Maintenance Workers, Machinery (49-9043).",2020,79975.71,71938.71,53410.25,93258.44
10,000007,"New York City", 49-9043," Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.  Excludes Maintenance and Repair Workers, General (49-9071).",490,95102.87,79876.1,52223.08,116542.76
10,000007,"New York City", 49-9051," Electrical Power-Line Installers and Repairers","Install or repair cables or wires used in electrical power or distribution systems.  May erect poles and light or heavy duty transmission towers.  Excludes Electrical and Electronics Repairers, Powerhouse, Substation, and Relay (49-2095).",1190,114972.53,113180.48,76131.79,134392.39
10,000007,"New York City", 49-9052," Telecommunications Line Installers and Repairers","Install and repair telecommunications cable, including fiber optics.",4390,98955,110702.42,68837.28,114014.38
10,000007,"New York City", 49-9062," Medical Equipment Repairers","Test, adjust, or repair biomedical or electromedical equipment.",700,70457.83,65444.2,49233.6,81070.45
10,000007,"New York City", 49-9063," Musical Instrument Repairers and Tuners","Repair percussion, stringed, reed, or wind instruments.  May specialize in one area, such as piano tuning.  Excludes Electronic Home Entertainment Equipment Installers and Repairers (49-2097) who repair electrical and electronic musical instruments.","n/a",67291.7,72229.34,43613.03,79130.52
10,000007,"New York City", 49-9064," Watch Repairers","Repair, clean, and adjust mechanisms of timing instruments, such as watches and clocks.  Includes watchmakers, watch technicians, and mechanical timepiece repairers.","n/a",77095.08,79100.74,66726.87,82280.22
10,000007,"New York City", 49-9069,"Precision Instrument and Equipment Repairers, All Other","All precision instrument and equipment repairers not listed separately.","n/a",72221.12,72076.32,57346.6,79658.38
10,000007,"New York City", 49-9071," Maintenance and Repair Workers, General","Perform work involving the skills of two or more maintenance or craft occupations to keep machines, mechanical equipment, or the structure of an establishment in repair.  Duties may involve pipe fitting; boiler making; insulating; welding; machining; carpentry; repairing electrical or mechanical equipment; installing, aligning, and balancing new equipment; and repairing buildings, floors, or stairs.  Excludes Maintenance Workers, Machinery (49-9043).",60740,62510.17,60755.09,42804.81,72363.87
10,000007,"New York City", 49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers","Install, service, adjust, or repair coin, vending, or amusement machines including video games, juke boxes, pinball machines, or slot machines.",670,79374.94,93423.78,54002.81,92061
10,000007,"New York City", 49-9092," Commercial Divers","Work below surface of water, using scuba gear to inspect, repair, remove, or install equipment and structures.  May use a variety of power and hand tools, such as drills, sledgehammers, torches, and welding equipment.  May conduct tests or experiments, rig explosives, or photograph structures or marine life.  Excludes Fishers and Related Fishing Workers (45-3011), Athletes and Sports Competitors (27-2021), and Police and Sheriff's Patrol Officers (33-3051).","n/a",158566.05,158151.16,158139.86,158779.66
10,000007,"New York City", 49-9094," Locksmiths and Safe Repairers","Repair and open locks; make keys; change locks and safe combinations; and install and repair safes.",640,64147.14,62749.45,41640.24,75400.6
10,000007,"New York City", 49-9096," Riggers","Set up or repair rigging for construction projects, manufacturing plants, logging yards, ships and shipyards, or for the entertainment industry.",500,114256.74,106282.38,85370.35,128700.96
10,000007,"New York City", 49-9098,"Helpers--Installation, Maintenance, and Repair Workers","Help installation, maintenance, and repair workers in maintenance, parts replacement, and repair of vehicles, industrial machinery, and electrical and electronic equipment.  Perform duties such as furnishing tools, materials, and supplies to other workers; cleaning work area, machines, and tools; and holding materials or tools for other workers.",1790,54957.88,51431.3,43027.66,60923.51
10,000007,"New York City", 49-9099,"Installation, Maintenance, and Repair Workers, All Other","All, installation, maintenance, and repair workers not listed separately.",1270,64242.65,58679.6,47848.23,72439.86
10,000007,"New York City", 51-0000,"Production Occupations","",62750,57705.91,47261.49,36677.55,68220.09
10,000007,"New York City", 51-1011,"First-Line Supervisors of Production and Operating Workers","Directly supervise and coordinate the activities of production and operating workers, such as inspectors, precision workers, machine setters and operators, assemblers, fabricators, and plant and system operators.  Excludes team or work leaders.",3940,89069.94,80889.84,56191.57,105509.12
10,000007,"New York City", 51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers?(OES-specific code and title)","Assemble or modify electrical,electronic,or electromechanical equipment or devices such as computers,electric motors,batteries,servomechanisms,gyros,dynamometers,magnetic drums,brakes,control linkage, actuators.",1060,48975.9,47034.75,38479.16,54224.78
10,000007,"New York City", 51-2041," Structural Metal Fabricators and Fitters","Fabricate, position, align, and fit parts of structural metal products. Shipfitters are included in Layout Workers, Metal and Plastic (51-4192).",530,55999.71,49236.49,45230.06,61384.03
10,000007,"New York City", 51-2090,"Miscellaneous Assemblers and Fabricators","This occupation includes the 2018 SOC occupations 51-2092 Team Assemblers and 51-2099 Assemblers and Fabricators, All Other.",4090,46904.45,43902.45,36324.61,52195.4
10,000007,"New York City", 51-3011," Bakers","Mix and bake ingredients to produce breads, rolls, cookies, cakes, pies, pastries, or other baked goods.  Pastry chefs in restaurants and hotels are included with Chefs and Head Cooks (35-1011).",7090,45983.13,44060.45,37715.83,50117.81
10,000007,"New York City", 51-3021," Butchers and Meat Cutters","Cut, trim, or prepare consumer-sized portions of meat for use or sale in retail establishments.",1770,51418.74,48199.23,38585.86,57835.18
10,000007,"New York City", 51-3022," Meat, Poultry, and Fish Cutters and Trimmers","Use hand or hand tools to perform routine cutting and trimming of meat, poultry, and seafood.",900,42120.34,39170.66,36217.91,45072.06
10,000007,"New York City", 51-3023," Slaughterers and Meat Packers","Work in slaughtering, meat packing, or wholesale establishments performing precision functions involving the preparation of meat.  Work may include specialized slaughtering tasks, cutting standard or premium cuts of meat for marketing, making sausage, or wrapping meats.  Excludes Meat, Poultry, and Fish Cutters and Trimmers (51-3022) who perform routine meat cutting.","n/a",44465.71,47387.69,36968.92,48213.6
10,000007,"New York City", 51-3092," Food Batchmakers","Set up and operate equipment that mixes or blends ingredients used in the manufacturing of food products.  Includes candy makers and cheese makers.",2200,40045.82,38159.05,35241.18,42448.65
10,000007,"New York City", 51-3093," Food Cooking Machine Operators and Tenders","Operate or tend cooking equipment, such as steam cooking vats, deep fry cookers, pressure cookers, kettles, and boilers, to prepare food products.  Excludes Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders (51-3091).","n/a",46712.6,44637.05,40997.92,49569.94
10,000007,"New York City", 51-3099," Food Processing Workers, All Other","All food processing workers not listed separately","n/a",47316.9,44277.96,39658,51146.86
10,000007,"New York City", 51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to saw, cut, shear, slit, punch, crimp, notch, bend, or straighten metal or plastic material.",390,51788.09,48146.91,38993.17,58186.06
10,000007,"New York City", 51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend grinding and related tools that remove excess material or burrs from surfaces, sharpen edges or corners, or buff, hone, or polish metal or plastic work pieces.","n/a",52853.05,51369.49,40103.27,59227.43
10,000007,"New York City", 51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend lathe and turning machines to turn, bore, thread, form, or face metal or plastic materials, such as wire, rod, or bar stock.","n/a",61151.13,55511.35,44698.61,69377.39
10,000007,"New York City", 51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend milling or planing machines to mill, plane, shape, groove, or profile metal or plastic work pieces.","n/a",54933.73,52275.43,47132.22,58834.48
10,000007,"New York City", 51-4041," Machinists","Set up and operate a variety of machine tools to produce precision parts and instruments.  Includes precision instrument makers who fabricate, modify, or repair mechanical instruments.  May also fabricate and modify parts to make or repair machine tools or maintain industrial machines, applying knowledge of mechanics, mathematics, metal properties, layout, and machining procedures.",520,75501.43,76249.36,53434.78,86534.75
10,000007,"New York City", 51-4061," Model Makers, Metal and Plastic","Set up and operate machines, such as lathes, milling and engraving machines, and jig borers to make working models of metal or plastic objects.  Includes template makers.","n/a",84813.17,77582.1,69543.6,92448.47
10,000007,"New York City", 51-4071," Foundry Mold and Coremakers","Make or form wax or sand cores or molds used in the production of metal castings in foundries.","n/a",67913.32,60354.97,49904.4,76918.3
10,000007,"New York City", 51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend metal or plastic molding, casting, or coremaking machines to mold or cast metal or thermoplastic parts or products.","n/a",49161.6,46008.78,34946.73,56269.55
10,000007,"New York City", 51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend more than one type of cutting or forming machine tool or robot.","n/a",44989.99,36964.82,35870.1,49549.42
10,000007,"New York City", 51-4111," Tool and Die Makers","Analyze specifications, lay out metal stock, set up and operate machine tools, and fit and assemble parts to make and repair dies, cutting tools, jigs, fixtures, gauges, and machinists' hand tools.","n/a",76670.01,75009.99,55704.23,87152.39
10,000007,"New York City", 51-4121," Welders, Cutters, Solderers, and Brazers","Use hand-welding, flame-cutting, hand soldering, or brazing equipment to weld or join metal components or to fill holes, indentations, or seams of fabricated metal products.",1180,77236.35,70279.22,52843.82,89432.1
10,000007,"New York City", 51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","Set up, operate, or tend welding, soldering, or brazing machines or robots that weld, braze, solder, or heat treat metal products, components, or assemblies.  Includes workers who operate laser cutters or laser-beam machines.","n/a",53663.57,48637.32,39473.32,60758.18
10,000007,"New York City", 51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend plating or coating machines to coat metal or plastic products with chromium, zinc, copper, cadmium, nickel, or other metal to protect or decorate surfaces.  Includes electrolytic processes.","n/a",47991.99,45413.71,38909.04,52532.95
10,000007,"New York City", 51-4194," Tool Grinders, Filers, and Sharpeners","Perform precision smoothing, sharpening, polishing, or grinding of metal objects.","n/a",42211.65,40362.84,38827.99,43903.48
10,000007,"New York City", 51-5111," Prepress Technician and Workers","Format and proof text and images submitted by designers and clients into finished pages that can be printed.  Includes digital and photo typesetting.  May produce printing plates.",320,59715.79,53599.96,38733.6,70207.4
10,000007,"New York City", 51-5112," Printing Press Operators","Set up and operate digital, letterpress, lithographic, flexographic, gravure, or other printing machines.  Includes short-run offset printing presses.",2180,56356.75,50768.27,39274.29,64896.96
10,000007,"New York City", 51-5113," Print Binding and Finishing Workers","Bind books and other publications or finish printed products by hand or machine.  May set up binding and finishing machines.",320,47294.32,45711.25,36715.51,52583.22
10,000007,"New York City", 51-6011," Laundry and Dry-Cleaning Workers","Operate or tend washing or dry-cleaning machines to wash or dry-clean industrial or household articles, such as cloth garments, suede, leather, furs, blankets, draperies, linens, rugs, and carpets.  Includes spotters and dyers of these articles.",5900,39532.83,34453.23,34230,42438.39
10,000007,"New York City", 51-6021," Pressers, Textile, Garment, and Related Materials","Press or shape articles by hand or machine.",790,39492.82,37341.35,34523,41977.73
10,000007,"New York City", 51-6031," Sewing Machine Operators","Operate or tend sewing machines to join, reinforce, decorate, or perform related sewing operations in the manufacture of garment or nongarment products.",2910,42865.19,38794.13,36552.38,46021.09
10,000007,"New York City", 51-6041," Shoe and Leather Workers and Repairers","Construct, decorate, or repair leather and leather-like products, such as luggage, shoes, and saddles.","n/a",44230.77,44880.21,35928.58,48381.86
10,000007,"New York City", 51-6042," Shoe Machine Operators and Tenders","Operate or tend a variety of machines to join, decorate, reinforce, or finish shoes and shoe parts.","n/a",47451.3,48080.22,42424.03,49964.94
10,000007,"New York City", 51-6051," Sewers, Hand","Sew, join, reinforce, or finish, usually with needle and thread, a variety of manufactured items.  Includes weavers and stitchers.  Excludes Fabric Menders, Except Garment (49-9093).","n/a",40421.32,37210.03,36752.44,42256.79
10,000007,"New York City", 51-6052," Tailors, Dressmakers, and Custom Sewers","Design, make, alter, repair, or fit garments.",790,69584.64,64020.78,48093.56,80330.69
10,000007,"New York City", 51-6062,"Textile Cutting Machine Setters, Operators, and Tenders","Set up, operate, or tend machines that cut textiles.","n/a",54713.14,48993.34,42141.88,60999.29
10,000007,"New York City", 51-6092," Fabric and Apparel Patternmakers","Draw and construct sets of precision master fabric patterns or layouts.  May also mark and cut fabrics and apparel.",640,104567.27,106977.29,65725.95,123986.91
10,000007,"New York City", 51-6093," Upholsterers","Make, repair, or replace upholstery for household furniture or transportation vehicles.","n/a",65554.61,51100.69,43862.44,76400.18
10,000007,"New York City", 51-6099,"Textile, Apparel, and Furnishings Workers, All Other","All textile, apparel, and furnishings workers not listed separately.","n/a",84079.6,96509.27,59584.47,96327.68
10,000007,"New York City", 51-7011," Cabinetmakers and Bench Carpenters","Cut, shape, and assemble wooden articles or set up and operate a variety of woodworking machines, such as power saws, jointers, and mortisers to surface, cut, or shape lumber or to fabricate parts for wood products.  Excludes Woodworking Machine Setters, Operators, and Tenders (51-7040).",1030,63839.18,62127.86,48954.35,71281.6
10,000007,"New York City", 51-7021," Furniture Finishers","Shape, finish, and refinish damaged, worn, or used furniture or new high-grade furniture to specified color or finish.","n/a",55970.99,50971.42,42820.05,62546.45
10,000007,"New York City", 51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood","Set up, operate, or tend wood sawing machines.  May operate CNC equipment.  Includes lead sawyers.","n/a",53366.04,50706.71,39318.4,60389.86
